,Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume
646,GOOGL.O,2018-07-26T00:00:00Z,1267.18,1287.4,1263.0,1285.5,2734302
647,GOOGL.O,2018-07-27T00:00:00Z,1289.12,1291.44,1244.495,1252.89,2418090
648,GOOGL.O,2018-07-30T00:00:00Z,1245.05,1252.89,1224.17,1230.04,2194837
649,GOOGL.O,2018-07-31T00:00:00Z,1231.71,1241.21,1216.19,1227.22,1969111
650,GOOGL.O,2018-08-01T00:00:00Z,1239.11,1245.9003,1224.94,1232.99,1849740
651,GOOGL.O,2018-08-02T00:00:00Z,1218.5,1244.41,1218.06,1241.13,1735180
652,GOOGL.O,2018-08-03T00:00:00Z,1245.18,1246.52,1229.42,1238.16,1063244
653,GOOGL.O,2018-08-06T00:00:00Z,1241.61,1242.4616,1230.53,1237.67,1105916
654,GOOGL.O,2018-08-07T00:00:00Z,1252.01,1266.08,1251.8,1255.84,2125256
655,GOOGL.O,2018-08-08T00:00:00Z,1256.72,1271.72,1252.12,1261.33,1718664
656,GOOGL.O,2018-08-09T00:00:00Z,1262.73,1271.9648,1260.1011,1264.46,1366318
657,GOOGL.O,2018-08-10T00:00:00Z,1259.18,1261.2,1247.1635,1252.51,1334387
658,GOOGL.O,2018-08-13T00:00:00Z,1251.2,1265.97,1247.03,1248.64,1380882
659,GOOGL.O,2018-08-14T00:00:00Z,1252.5,1260.59,1239.54,1258.14,1403991
660,GOOGL.O,2018-08-15T00:00:00Z,1244.28,1251.98,1226.245,1232.22,1852558
661,GOOGL.O,2018-08-16T00:00:00Z,1241.99,1243.6974,1219.63,1224.06,1608799
662,GOOGL.O,2018-08-17T00:00:00Z,1222.04,1226.9547,1204.0,1215.85,1654629
663,GOOGL.O,2018-08-20T00:00:00Z,1220.66,1225.91,1208.7,1221.95,1111173
664,GOOGL.O,2018-08-21T00:00:00Z,1223.02,1232.76,1215.03,1217.41,1154093
665,GOOGL.O,2018-08-22T00:00:00Z,1214.22,1226.53,1213.22,1221.75,1114832
666,GOOGL.O,2018-08-23T00:00:00Z,1219.88,1235.17,1219.3488,1221.16,1233347
667,GOOGL.O,2018-08-24T00:00:00Z,1226.0,1237.4,1221.42,1236.75,1222653
668,GOOGL.O,2018-08-27T00:00:00Z,1244.14,1257.87,1240.68,1256.27,1428992
669,GOOGL.O,2018-08-28T00:00:00Z,1255.9,1256.56,1242.97,1245.86,1366516
670,GOOGL.O,2018-08-29T00:00:00Z,1255.0,1267.17,1252.8,1264.65,1846615
671,GOOGL.O,2018-08-30T00:00:00Z,1263.4,1269.49,1247.21,1254.44,1505219
672,GOOGL.O,2018-08-31T00:00:00Z,1252.21,1252.545,1225.7547,1231.8,2115424
673,GOOGL.O,2018-09-04T00:00:00Z,1222.52,1227.87,1206.56,1211.31,2072869
674,GOOGL.O,2018-09-05T00:00:00Z,1209.22,1214.87,1175.34,1199.1,2699394
675,GOOGL.O,2018-09-06T00:00:00Z,1198.57,1198.9865,1163.61,1183.99,2342722
676,GOOGL.O,2018-09-07T00:00:00Z,1172.0,1188.545,1169.27,1177.59,1633190
677,GOOGL.O,2018-09-10T00:00:00Z,1184.2,1186.66,1170.61,1175.06,1383938
678,GOOGL.O,2018-09-11T00:00:00Z,1171.1,1190.94,1165.95,1189.99,1462688
679,GOOGL.O,2018-09-12T00:00:00Z,1182.0,1190.694,1166.16,1171.6,1785833
680,GOOGL.O,2018-09-13T00:00:00Z,1179.7,1187.86,1169.22,1182.14,2003418
681,GOOGL.O,2018-09-14T00:00:00Z,1188.0,1188.0,1173.52,1177.98,1208767
682,GOOGL.O,2018-09-17T00:00:00Z,1177.77,1181.82,1158.455,1159.83,1704790
683,GOOGL.O,2018-09-18T00:00:00Z,1162.66,1181.33,1161.425,1167.11,1615701
684,GOOGL.O,2018-09-19T00:00:00Z,1168.96,1176.27,1158.6152,1174.27,1298084
685,GOOGL.O,2018-09-20T00:00:00Z,1180.67,1194.0,1176.25,1191.57,1462455
686,GOOGL.O,2018-09-21T00:00:00Z,1194.92,1196.58,1172.06,1172.12,4561119
687,GOOGL.O,2018-09-24T00:00:00Z,1159.41,1185.19,1151.5,1179.56,1557479
688,GOOGL.O,2018-09-25T00:00:00Z,1184.25,1196.8599,1174.09,1193.89,1657809
689,GOOGL.O,2018-09-26T00:00:00Z,1193.69,1207.24,1185.3969,1194.06,1882524
690,GOOGL.O,2018-09-27T00:00:00Z,1200.0,1216.86,1198.05,1207.36,1813652
691,GOOGL.O,2018-09-28T00:00:00Z,1204.09,1208.45,1197.83,1207.08,1780759
692,GOOGL.O,2018-10-01T00:00:00Z,1213.0,1224.2,1203.19,1208.53,1659364
693,GOOGL.O,2018-10-02T00:00:00Z,1206.67,1224.52,1199.66,1207.64,2008956
694,GOOGL.O,2018-10-03T00:00:00Z,1212.0,1214.18,1202.15,1211.53,1312686
695,GOOGL.O,2018-10-04T00:00:00Z,1205.03,1205.9,1163.845,1177.07,2328778
696,GOOGL.O,2018-10-05T00:00:00Z,1176.0,1182.0,1154.32,1167.83,1593012
697,GOOGL.O,2018-10-08T00:00:00Z,1160.0,1175.86,1135.4,1155.92,2309539
698,GOOGL.O,2018-10-09T00:00:00Z,1151.31,1161.55,1144.17,1145.17,1684728
699,GOOGL.O,2018-10-10T00:00:00Z,1136.4,1137.02,1091.51,1092.16,2949006
700,GOOGL.O,2018-10-11T00:00:00Z,1079.04,1116.055,1075.89,1090.74,3384775
701,GOOGL.O,2018-10-12T00:00:00Z,1119.64,1125.8299,1095.025,1120.54,2468920
702,GOOGL.O,2018-10-15T00:00:00Z,1118.0,1121.795,1098.22,1102.44,1503956
703,GOOGL.O,2018-10-16T00:00:00Z,1113.48,1136.37,1111.75,1133.08,1918879
704,GOOGL.O,2018-10-17T00:00:00Z,1140.0,1147.0,1114.0,1127.59,1782614
705,GOOGL.O,2018-10-18T00:00:00Z,1130.0,1132.35,1086.34,1097.91,2307596
706,GOOGL.O,2018-10-19T00:00:00Z,1103.71,1120.95,1097.03,1105.18,2064289
707,GOOGL.O,2018-10-22T00:00:00Z,1112.51,1121.69,1100.0,1111.37,1355842
708,GOOGL.O,2018-10-23T00:00:00Z,1091.29,1118.0,1079.01,1114.91,1884255
709,GOOGL.O,2018-10-24T00:00:00Z,1115.0,1116.62,1055.06,1057.12,2464295
710,GOOGL.O,2018-10-25T00:00:00Z,1080.3,1117.82,1075.545,1103.59,3647814
711,GOOGL.O,2018-10-26T00:00:00Z,1048.33,1117.0,1042.23,1083.75,5321883
712,GOOGL.O,2018-10-29T00:00:00Z,1096.54,1108.83,1007.2,1034.73,4064452
713,GOOGL.O,2018-10-30T00:00:00Z,1020.01,1050.9,1013.97,1049.51,2988418
714,GOOGL.O,2018-10-31T00:00:00Z,1068.2,1108.0,1068.2,1090.58,3545821
715,GOOGL.O,2018-11-01T00:00:00Z,1091.4,1099.9,1077.82,1085.98,2006575
716,GOOGL.O,2018-11-02T00:00:00Z,1089.0,1098.0,1067.66,1071.49,2172215
717,GOOGL.O,2018-11-05T00:00:00Z,1072.53,1073.35,1034.0,1055.73,2267870
718,GOOGL.O,2018-11-06T00:00:00Z,1055.02,1079.82,1053.61,1069.57,1433013
719,GOOGL.O,2018-11-07T00:00:00Z,1083.49,1109.9299,1080.59,1108.24,2169392
720,GOOGL.O,2018-11-08T00:00:00Z,1107.3,1108.22,1084.36,1094.63,1685193
721,GOOGL.O,2018-11-09T00:00:00Z,1084.02,1088.35,1064.26,1077.02,1743298
722,GOOGL.O,2018-11-12T00:00:00Z,1073.13,1074.1,1040.35,1049.36,1700091
723,GOOGL.O,2018-11-13T00:00:00Z,1054.81,1066.665,1040.4,1047.97,1287475
724,GOOGL.O,2018-11-14T00:00:00Z,1060.0,1065.79,1041.11,1054.58,1733302
725,GOOGL.O,2018-11-15T00:00:00Z,1051.46,1078.87,1041.2925,1071.05,2079154
726,GOOGL.O,2018-11-16T00:00:00Z,1065.23,1072.44,1054.9,1068.27,1768308
727,GOOGL.O,2018-11-19T00:00:00Z,1063.39,1068.0,1022.8692,1027.42,2284191
728,GOOGL.O,2018-11-20T00:00:00Z,1007.29,1037.35,1002.21,1030.45,2722934
729,GOOGL.O,2018-11-21T00:00:00Z,1045.31,1054.705,1039.455,1043.43,1485172
730,GOOGL.O,2018-11-23T00:00:00Z,1033.5,1043.0,1028.52,1030.1,708859
731,GOOGL.O,2018-11-26T00:00:00Z,1044.0,1057.0,1039.77,1055.94,1577941
732,GOOGL.O,2018-11-27T00:00:00Z,1051.34,1066.76,1045.5,1052.28,1652433
733,GOOGL.O,2018-11-28T00:00:00Z,1057.46,1092.8575,1042.95,1091.79,2302121
734,GOOGL.O,2018-11-29T00:00:00Z,1083.53,1100.15,1082.0,1094.58,1550523
735,GOOGL.O,2018-11-30T00:00:00Z,1095.63,1109.65,1083.18,1109.65,2983340
736,GOOGL.O,2018-12-03T00:00:00Z,1132.16,1135.0,1111.73,1116.36,2876449
737,GOOGL.O,2018-12-04T00:00:00Z,1112.99,1114.24,1060.775,1062.47,2281485
738,GOOGL.O,2018-12-06T00:00:00Z,1045.0,1079.42,1042.48,1078.08,2371825
739,GOOGL.O,2018-12-07T00:00:00Z,1072.23,1085.03,1039.37,1046.58,2134111
740,GOOGL.O,2018-12-10T00:00:00Z,1042.94,1059.6,1033.0,1053.18,1682646
741,GOOGL.O,2018-12-11T00:00:00Z,1066.94,1070.4,1050.1,1061.65,1692576
742,GOOGL.O,2018-12-12T00:00:00Z,1077.08,1091.7325,1071.97,1073.73,1447973
743,GOOGL.O,2018-12-13T00:00:00Z,1075.67,1088.42,1064.994,1073.54,1249403
744,GOOGL.O,2018-12-14T00:00:00Z,1060.02,1071.72,1049.37,1051.71,1817949
745,GOOGL.O,2018-12-17T00:00:00Z,1047.01,1062.38,1016.63,1025.65,2496551
746,GOOGL.O,2018-12-18T00:00:00Z,1034.0,1059.69,1030.48,1043.41,2182019
747,GOOGL.O,2018-12-19T00:00:00Z,1047.29,1075.71,1019.43,1035.46,2913237
748,GOOGL.O,2018-12-20T00:00:00Z,1026.0,1047.44,1007.8648,1023.58,2683670
749,GOOGL.O,2018-12-21T00:00:00Z,1032.04,1037.67,981.19,991.25,5232490
750,GOOGL.O,2018-12-24T00:00:00Z,984.32,1012.1195,977.6599,984.67,1817955
751,GOOGL.O,2018-12-26T00:00:00Z,997.99,1048.45,992.645,1047.85,2315862
752,GOOGL.O,2018-12-27T00:00:00Z,1026.2,1053.34,1007.0,1052.9,2299806
753,GOOGL.O,2018-12-28T00:00:00Z,1059.5,1064.23,1042.0,1046.68,1718352
754,GOOGL.O,2018-12-31T00:00:00Z,1057.83,1062.99,1033.0387,1044.96,1655504
755,GOOGL.O,2019-01-02T00:00:00Z,1027.2,1060.79,1025.275,1054.68,1593395
756,GOOGL.O,2019-01-03T00:00:00Z,1050.67,1066.26,1022.37,1025.47,2097957
757,GOOGL.O,2019-01-04T00:00:00Z,1042.56,1080.0,1036.86,1078.07,2301428
758,GOOGL.O,2019-01-07T00:00:00Z,1080.97,1082.7,1062.64,1075.92,2372667
759,GOOGL.O,2019-01-08T00:00:00Z,1086.0,1093.35,1068.3486,1085.37,1770654
760,GOOGL.O,2019-01-09T00:00:00Z,1087.99,1091.64,1074.37,1081.65,1349912
761,GOOGL.O,2019-01-10T00:00:00Z,1074.94,1079.81,1064.68,1078.83,1329861
762,GOOGL.O,2019-01-11T00:00:00Z,1069.9,1073.37,1056.43,1064.47,1543238
763,GOOGL.O,2019-01-14T00:00:00Z,1053.34,1058.45,1048.55,1051.51,1424486
764,GOOGL.O,2019-01-15T00:00:00Z,1058.01,1088.27,1054.44,1086.51,1875852
765,GOOGL.O,2019-01-16T00:00:00Z,1090.0,1102.36,1088.01,1089.51,1914041
766,GOOGL.O,2019-01-17T00:00:00Z,1087.99,1100.7,1083.255,1099.12,1244801
767,GOOGL.O,2019-01-18T00:00:00Z,1108.59,1118.0,1099.2834,1107.3,2244569
768,GOOGL.O,2019-01-22T00:00:00Z,1096.0,1098.97,1070.89,1078.63,1981594
769,GOOGL.O,2019-01-23T00:00:00Z,1086.86,1092.95,1067.57,1084.41,1259738
770,GOOGL.O,2019-01-24T00:00:00Z,1082.51,1088.0,1070.02,1084.0,1455948
771,GOOGL.O,2019-01-25T00:00:00Z,1094.23,1103.36,1091.8012,1101.51,1163788
772,GOOGL.O,2019-01-28T00:00:00Z,1090.07,1093.365,1074.61,1079.86,1466714
773,GOOGL.O,2019-01-29T00:00:00Z,1081.04,1084.73,1066.02,1070.06,985248
774,GOOGL.O,2019-01-30T00:00:00Z,1077.36,1099.52,1076.64,1097.99,1472647
775,GOOGL.O,2019-01-31T00:00:00Z,1112.24,1127.67,1105.25,1125.89,2011572
776,GOOGL.O,2019-02-01T00:00:00Z,1122.29,1134.4,1114.25,1118.62,1655813
777,GOOGL.O,2019-02-04T00:00:00Z,1119.01,1142.34,1117.51,1141.42,3920591
778,GOOGL.O,2019-02-05T00:00:00Z,1129.63,1152.77,1123.6,1151.87,4114790
779,GOOGL.O,2019-02-06T00:00:00Z,1149.27,1154.0,1118.36,1122.89,2412820
780,GOOGL.O,2019-02-07T00:00:00Z,1111.82,1111.99,1093.59,1105.91,1914877
781,GOOGL.O,2019-02-08T00:00:00Z,1094.88,1105.095,1094.24,1102.38,1088327
782,GOOGL.O,2019-02-11T00:00:00Z,1103.75,1113.43,1100.0,1102.12,924881
783,GOOGL.O,2019-02-12T00:00:00Z,1111.01,1132.86,1111.01,1127.58,1751771
784,GOOGL.O,2019-02-13T00:00:00Z,1133.04,1142.8496,1126.0,1128.63,1402087
785,GOOGL.O,2019-02-14T00:00:00Z,1125.0,1136.13,1117.09,1129.2,1055297
786,GOOGL.O,2019-02-15T00:00:00Z,1139.3,1139.3,1116.72,1119.63,1391348
787,GOOGL.O,2019-02-19T00:00:00Z,1116.64,1129.64,1116.64,1126.51,1099259
788,GOOGL.O,2019-02-20T00:00:00Z,1128.88,1130.93,1111.75,1120.59,1204533
789,GOOGL.O,2019-02-21T00:00:00Z,1118.78,1119.15,1097.98,1104.21,1663980
790,GOOGL.O,2019-02-22T00:00:00Z,1109.7,1117.25,1100.5,1116.56,1471783
791,GOOGL.O,2019-02-25T00:00:00Z,1121.93,1125.4,1114.11,1117.33,1310362
792,GOOGL.O,2019-02-26T00:00:00Z,1114.37,1126.435,1106.7,1122.01,1751261
793,GOOGL.O,2019-02-27T00:00:00Z,1114.01,1125.73,1108.56,1122.89,1104881
794,GOOGL.O,2019-02-28T00:00:00Z,1119.0,1133.99,1118.41,1126.55,1371355
795,GOOGL.O,2019-03-01T00:00:00Z,1131.0,1150.0,1131.0,1148.52,1704258
796,GOOGL.O,2019-03-04T00:00:00Z,1154.56,1165.52,1138.25,1153.42,1774467
797,GOOGL.O,2019-03-05T00:00:00Z,1156.0,1176.4899,1153.02,1169.19,2004723
798,GOOGL.O,2019-03-06T00:00:00Z,1171.76,1174.74,1163.05,1164.94,1180052
799,GOOGL.O,2019-03-07T00:00:00Z,1160.5,1163.58,1141.715,1150.85,1504328
800,GOOGL.O,2019-03-08T00:00:00Z,1133.9,1153.4504,1130.2,1149.97,1184732
801,GOOGL.O,2019-03-11T00:00:00Z,1152.0,1179.91,1151.57,1179.26,1501633
802,GOOGL.O,2019-03-12T00:00:00Z,1182.3,1205.71,1182.3,1197.25,2110979
803,GOOGL.O,2019-03-13T00:00:00Z,1205.93,1207.1234,1197.91,1199.06,1294354
804,GOOGL.O,2019-03-14T00:00:00Z,1199.02,1204.7,1191.23,1192.53,1365072
805,GOOGL.O,2019-03-15T00:00:00Z,1198.0,1201.725,1187.01,1190.3,2593338
806,GOOGL.O,2019-03-18T00:00:00Z,1189.69,1194.95,1181.4762,1188.55,1222203
807,GOOGL.O,2019-03-19T00:00:00Z,1191.72,1203.405,1189.4564,1202.46,1489407
808,GOOGL.O,2019-03-20T00:00:00Z,1201.4,1229.99,1199.59,1226.43,2075442
809,GOOGL.O,2019-03-21T00:00:00Z,1220.0,1236.44,1216.575,1236.13,1407480
810,GOOGL.O,2019-03-22T00:00:00Z,1228.85,1233.63,1206.0001,1207.65,1721133
811,GOOGL.O,2019-03-25T00:00:00Z,1199.56,1209.44,1190.0034,1197.38,1378849
812,GOOGL.O,2019-03-26T00:00:00Z,1205.19,1207.65,1181.76,1189.84,1537606
813,GOOGL.O,2019-03-27T00:00:00Z,1191.92,1191.92,1164.23,1178.01,1471402
814,GOOGL.O,2019-03-28T00:00:00Z,1175.5,1177.25,1163.43,1172.27,1120122
815,GOOGL.O,2019-03-29T00:00:00Z,1180.18,1183.97,1166.38,1176.89,1544615
816,GOOGL.O,2019-04-01T00:00:00Z,1187.54,1200.2,1186.36,1198.98,1385595
817,GOOGL.O,2019-04-02T00:00:00Z,1200.05,1205.81,1191.24,1205.54,914413
818,GOOGL.O,2019-04-03T00:00:00Z,1212.7,1220.6,1205.075,1210.81,1109614
819,GOOGL.O,2019-04-04T00:00:00Z,1211.29,1220.55,1209.04,1219.45,1051089
820,GOOGL.O,2019-04-05T00:00:00Z,1219.3,1220.39,1210.03,1211.45,1001044
821,GOOGL.O,2019-04-08T00:00:00Z,1211.11,1213.95,1204.695,1208.28,1087588
822,GOOGL.O,2019-04-09T00:00:00Z,1201.89,1207.15,1198.38,1202.69,983840
823,GOOGL.O,2019-04-10T00:00:00Z,1205.09,1208.9377,1200.6609,1206.45,775456
824,GOOGL.O,2019-04-11T00:00:00Z,1208.9,1212.74,1204.54,1209.59,849947
825,GOOGL.O,2019-04-12T00:00:00Z,1215.62,1223.05,1213.29,1222.73,1215610
826,GOOGL.O,2019-04-15T00:00:00Z,1224.09,1229.295,1214.56,1226.53,1189974
827,GOOGL.O,2019-04-16T00:00:00Z,1230.0,1235.98,1225.04,1231.91,1131099
828,GOOGL.O,2019-04-17T00:00:00Z,1237.0,1245.095,1232.9,1240.14,1518286
829,GOOGL.O,2019-04-18T00:00:00Z,1245.0,1245.94,1239.41,1241.47,1237788
830,GOOGL.O,2019-04-22T00:00:00Z,1236.67,1254.3405,1233.37,1253.76,954419
831,GOOGL.O,2019-04-23T00:00:00Z,1256.64,1274.43,1251.975,1270.59,1593449
832,GOOGL.O,2019-04-24T00:00:00Z,1270.59,1274.0,1259.81,1260.05,1169797
833,GOOGL.O,2019-04-25T00:00:00Z,1270.3,1272.8,1258.0,1267.34,1567161
834,GOOGL.O,2019-04-26T00:00:00Z,1273.38,1278.91,1265.0,1277.42,1361419
835,GOOGL.O,2019-04-29T00:00:00Z,1280.51,1296.975,1271.71,1296.2,3618362
836,GOOGL.O,2019-04-30T00:00:00Z,1190.63,1200.9777,1183.0,1198.96,6658855
837,GOOGL.O,2019-05-01T00:00:00Z,1197.5,1199.25,1171.675,1173.32,3717018
838,GOOGL.O,2019-05-02T00:00:00Z,1172.6,1179.38,1158.33,1166.51,2254890
839,GOOGL.O,2019-05-03T00:00:00Z,1177.41,1191.4,1173.545,1189.55,2079376
840,GOOGL.O,2019-05-06T00:00:00Z,1172.0,1195.43,1171.155,1193.46,1588684
841,GOOGL.O,2019-05-07T00:00:00Z,1185.81,1194.77,1165.0,1178.86,1830238
842,GOOGL.O,2019-05-08T00:00:00Z,1177.29,1184.27,1167.63,1170.78,1276022
843,GOOGL.O,2019-05-09T00:00:00Z,1162.6,1174.07,1154.64,1167.97,1477752
844,GOOGL.O,2019-05-10T00:00:00Z,1168.84,1176.28,1146.37,1167.64,1582460
845,GOOGL.O,2019-05-13T00:00:00Z,1145.24,1151.97,1125.5,1136.59,2281686
846,GOOGL.O,2019-05-14T00:00:00Z,1142.32,1144.865,1123.53,1124.86,2019550
847,GOOGL.O,2019-05-15T00:00:00Z,1122.55,1178.3,1121.4,1170.8,2965117
848,GOOGL.O,2019-05-16T00:00:00Z,1171.84,1194.16,1168.45,1184.5,1765388
849,GOOGL.O,2019-05-17T00:00:00Z,1175.83,1186.29,1166.42,1168.78,1268050
850,GOOGL.O,2019-05-20T00:00:00Z,1153.0,1153.0,1138.135,1144.66,1530126
851,GOOGL.O,2019-05-21T00:00:00Z,1154.48,1158.0,1143.31,1154.44,1028248
852,GOOGL.O,2019-05-22T00:00:00Z,1151.25,1163.78,1151.0,1155.85,941279
853,GOOGL.O,2019-05-23T00:00:00Z,1146.07,1150.05,1133.16,1145.34,1260657
854,GOOGL.O,2019-05-24T00:00:00Z,1152.0,1154.36,1136.71,1138.61,927651
855,GOOGL.O,2019-05-28T00:00:00Z,1141.48,1156.49,1138.67,1139.56,1047554
856,GOOGL.O,2019-05-29T00:00:00Z,1132.7,1135.0,1111.95,1119.94,1811510
857,GOOGL.O,2019-05-30T00:00:00Z,1120.15,1126.795,1115.9,1121.41,904419
858,GOOGL.O,2019-05-31T00:00:00Z,1105.64,1113.4027,1103.35,1106.5,1579481
859,GOOGL.O,2019-06-03T00:00:00Z,1066.93,1067.0,1027.03,1038.74,4844480
860,GOOGL.O,2019-06-04T00:00:00Z,1044.49,1058.437,1036.03,1054.49,3025564
861,GOOGL.O,2019-06-05T00:00:00Z,1055.0,1056.81,1033.0,1044.64,2349436
862,GOOGL.O,2019-06-06T00:00:00Z,1046.21,1050.0,1035.51,1047.76,1451026
863,GOOGL.O,2019-06-07T00:00:00Z,1054.28,1073.43,1051.15,1068.37,2191357
864,GOOGL.O,2019-06-10T00:00:00Z,1077.0,1094.84,1075.2817,1082.76,1425464
865,GOOGL.O,2019-06-11T00:00:00Z,1096.99,1104.005,1079.57,1081.04,1675817
866,GOOGL.O,2019-06-12T00:00:00Z,1079.95,1082.52,1069.6,1079.1,1183650
867,GOOGL.O,2019-06-13T00:00:00Z,1084.71,1096.59,1082.57,1091.01,1040661
868,GOOGL.O,2019-06-14T00:00:00Z,1089.74,1094.76,1081.4752,1086.3,1229304
869,GOOGL.O,2019-06-17T00:00:00Z,1089.1,1101.28,1088.0,1093.89,988491
870,GOOGL.O,2019-06-18T00:00:00Z,1111.5,1118.78,1100.79,1105.24,1726312
871,GOOGL.O,2019-06-19T00:00:00Z,1107.24,1109.43,1096.03,1104.51,1336015
872,GOOGL.O,2019-06-20T00:00:00Z,1121.7,1122.72,1107.0,1113.2,1200908
873,GOOGL.O,2019-06-21T00:00:00Z,1109.86,1126.57,1109.72,1125.37,2538872
874,GOOGL.O,2019-06-24T00:00:00Z,1120.0,1123.57,1113.31,1116.7,1211893
875,GOOGL.O,2019-06-25T00:00:00Z,1115.08,1115.7,1084.5998,1087.58,1582217
876,GOOGL.O,2019-06-26T00:00:00Z,1091.0,1095.12,1073.6872,1080.32,1734873
877,GOOGL.O,2019-06-27T00:00:00Z,1086.75,1088.465,1075.85,1076.63,1203914
878,GOOGL.O,2019-06-28T00:00:00Z,1077.23,1082.8,1073.8,1082.8,1683568
879,GOOGL.O,2019-07-01T00:00:00Z,1101.04,1108.59,1095.33,1100.0,1464449
880,GOOGL.O,2019-07-02T00:00:00Z,1104.83,1112.89,1099.67,1112.6,1031919
881,GOOGL.O,2019-07-03T00:00:00Z,1118.5,1127.9873,1114.85,1122.99,1007718
882,GOOGL.O,2019-07-05T00:00:00Z,1119.37,1134.65,1117.5,1132.665,1489678
883,GOOGL.O,2019-07-08T00:00:00Z,1125.87,1127.21,1111.76,1116.79,1494371
884,GOOGL.O,2019-07-09T00:00:00Z,1110.32,1127.86,1107.15,1124.29,1473622
885,GOOGL.O,2019-07-10T00:00:00Z,1132.32,1142.34,1130.66,1140.91,1535546
886,GOOGL.O,2019-07-11T00:00:00Z,1146.16,1153.24,1139.53,1144.08,1300529
887,GOOGL.O,2019-07-12T00:00:00Z,1142.93,1147.5,1138.56,1145.34,1093933
888,GOOGL.O,2019-07-15T00:00:00Z,1145.34,1150.68,1140.0,1150.51,1058431
889,GOOGL.O,2019-07-16T00:00:00Z,1146.73,1158.58,1146.73,1153.46,1267641
890,GOOGL.O,2019-07-17T00:00:00Z,1150.92,1158.44,1146.62,1146.74,976894
891,GOOGL.O,2019-07-18T00:00:00Z,1142.0,1148.17,1132.855,1147.24,1273769
892,GOOGL.O,2019-07-19T00:00:00Z,1149.32,1151.58,1131.25,1131.55,1159153
893,GOOGL.O,2019-07-22T00:00:00Z,1135.47,1140.02,1125.21,1139.21,1446757
894,GOOGL.O,2019-07-23T00:00:00Z,1143.45,1148.86,1132.85,1148.05,1032438
895,GOOGL.O,2019-07-24T00:00:00Z,1132.62,1145.455,1128.51,1139.73,1359956
896,GOOGL.O,2019-07-25T00:00:00Z,1138.95,1143.5910000000001,1123.71,1135.94,2738139
897,GOOGL.O,2019-07-26T00:00:00Z,1228.0,1268.394,1228.0,1245.22,6060795
898,GOOGL.O,2019-07-29T00:00:00Z,1242.5,1248.995,1230.2,1241.84,2069127
899,GOOGL.O,2019-07-30T00:00:00Z,1227.0,1236.91,1225.32,1228.0,1430775
900,GOOGL.O,2019-07-31T00:00:00Z,1224.87,1234.91,1208.18,1218.2,1997999
901,GOOGL.O,2019-08-01T00:00:00Z,1217.63,1236.298,1207.0,1211.78,1771271
902,GOOGL.O,2019-08-02T00:00:00Z,1203.0,1209.5,1190.0,1196.32,1745450
903,GOOGL.O,2019-08-05T00:00:00Z,1172.97,1176.88,1142.75,1154.75,2391972
904,GOOGL.O,2019-08-06T00:00:00Z,1165.52,1181.4,1161.525,1171.08,1800707
905,GOOGL.O,2019-08-07T00:00:00Z,1157.8,1179.87,1150.84,1175.91,1534347
906,GOOGL.O,2019-08-08T00:00:00Z,1186.43,1206.28,1174.0,1206.19,1505848
907,GOOGL.O,2019-08-09T00:00:00Z,1199.995,1204.46,1184.89,1188.9,1020945
908,GOOGL.O,2019-08-12T00:00:00Z,1180.0,1185.61,1168.72,1174.5,1103243
909,GOOGL.O,2019-08-13T00:00:00Z,1174.35,1205.43,1172.995,1196.73,1430240
910,GOOGL.O,2019-08-14T00:00:00Z,1176.07,1182.79,1161.07,1164.25,1771501
911,GOOGL.O,2019-08-15T00:00:00Z,1168.43,1176.42,1163.0,1169.32,1430715
912,GOOGL.O,2019-08-16T00:00:00Z,1180.79,1183.84,1173.0,1179.21,1265187
913,GOOGL.O,2019-08-19T00:00:00Z,1191.83,1209.39,1190.4,1200.44,1222854
914,GOOGL.O,2019-08-20T00:00:00Z,1195.35,1198.0,1183.045,1183.53,1010566
915,GOOGL.O,2019-08-21T00:00:00Z,1195.82,1200.5568,1187.92,1191.58,708272
916,GOOGL.O,2019-08-22T00:00:00Z,1193.8,1198.78,1178.91,1191.52,867915
917,GOOGL.O,2019-08-23T00:00:00Z,1185.17,1195.67,1150.0,1153.58,1813141
918,GOOGL.O,2019-08-26T00:00:00Z,1159.45,1171.86,1154.845,1171.18,1058926
919,GOOGL.O,2019-08-27T00:00:00Z,1183.0,1185.0,1164.5572,1170.82,1173489
920,GOOGL.O,2019-08-28T00:00:00Z,1164.87,1178.5,1160.25,1173.75,840829
921,GOOGL.O,2019-08-29T00:00:00Z,1186.42,1199.19,1185.28,1194.24,982098
922,GOOGL.O,2019-08-30T00:00:00Z,1200.35,1200.35,1185.72,1190.53,903375
923,GOOGL.O,2019-09-03T00:00:00Z,1181.85,1189.08,1163.715,1169.55,1296116
924,GOOGL.O,2019-09-04T00:00:00Z,1179.45,1184.88,1171.53,1182.27,1065666
925,GOOGL.O,2019-09-05T00:00:00Z,1193.66,1214.0,1192.69,1212.19,1320656
926,GOOGL.O,2019-09-06T00:00:00Z,1209.14,1212.945,1203.26,1206.32,948580
927,GOOGL.O,2019-09-09T00:00:00Z,1207.08,1220.55,1193.17,1205.27,1592958
928,GOOGL.O,2019-09-10T00:00:00Z,1196.09,1210.0,1196.01,1205.7,1396077
929,GOOGL.O,2019-09-11T00:00:00Z,1203.89,1222.47,1202.275,1220.0,1176066
