,MKT_Index,SMB_Index,HML_Index,RF_Index,MKT-RF,SMB,HML,RF
19340817,79.73473898,75.25641104,96.46622086,119.2616572,-0.74,0.13,-0.12,0
19340818,79.51945519,75.35424437,96.75561952,119.2616572,-0.27,0.13,0.3,0
19340820,79.19342542,75.63305508,95.57520097,119.2616572,-0.41,0.37,-1.22,0
19340821,80.94360012,74.30947661,97.63006779,119.2616572,2.21,-1.75,2.15,0
19340822,82.76483113,74.81478105,98.71376154,119.2616572,2.25,0.68,1.11,0
19340823,82.35928345,75.12152166,99.18758759,119.2616572,-0.49,0.41,0.48,0
19340824,83.60290864,74.2200634,100.4175137,119.2616572,1.51,-1.2,1.24,0
19340825,83.80355562,74.53178766,101.3112296,119.2616572,0.24,0.42,0.89,0
19340827,82.61354513,75.5007009,100.7236244,119.2616572,-1.42,1.3,-0.58,0
19340828,82.23352282,75.1986981,99.58544746,119.2616572,-0.46,-0.4,-1.13,0
19340829,81.74012168,75.95068508,99.18710567,119.2616572,-0.6,1,-0.4,0
19340830,80.7428922,75.41903028,98.43328367,119.2616572,-1.22,-0.7,-0.76,0
19340831,80.71866933,74.9514323,98.12814049,119.2616572,-0.03,-0.62,-0.31,0
19340901,80.73481306,75.21376231,98.15757893,119.2616572,0.02,0.35,0.03,0
19340904,80.21003678,74.92795001,97.80421165,119.2616572,-0.65,-0.38,-0.36,0
19340905,81.3409983,74.39596157,98.97786219,119.2616572,1.41,-0.71,1.2,0
19340906,80.20222432,75.46726341,98.05736807,119.2616572,-1.4,1.44,-0.93,0
19340907,79.29593919,74.90880566,97.33174355,119.2616572,-1.13,-0.74,-0.74,0
19340908,79.1532065,75.05862328,97.30254402,119.2616572,-0.18,0.2,-0.03,0
19340910,77.43558191,75.77918606,96.2614068,119.2616572,-2.17,0.96,-1.07,0
19340911,77.39686412,74.47578406,97.07000262,119.2616572,-0.05,-1.72,0.84,0
19340912,77.72193095,74.61728805,96.4584616,119.2616572,0.42,0.19,-0.63,0
19340913,77.51985393,74.40089791,96.14979453,119.2616572,-0.26,-0.29,-0.32,0
19340914,75.48883376,74.54225962,95.34213625,119.2616572,-2.62,0.19,-0.84,0
19340915,75.78324021,73.80429125,95.4470126,119.2616572,0.39,-0.99,0.11,0
19340917,75.31338412,73.49431323,94.88387523,119.2616572,-0.62,-0.42,-0.59,0
19340918,75.83304647,73.61925356,94.88387523,119.2616572,0.69,0.17,0,0
19340919,77.78195577,73.0229376,96.08890044,119.2616572,2.57,-0.81,1.27,0
19340920,77.78973396,73.68744634,96.73269608,119.2616572,0.01,0.91,0.67,0
19340921,79.28329685,73.72429006,96.86812185,119.2616572,1.92,0.05,0.14,0
19340922,79.47357677,74.04130451,96.99405041,119.2616572,0.24,0.43,0.13,0
19340924,78.86957758,74.24121603,96.63517242,119.2616572,-0.76,0.27,-0.37,0
19340925,80.81765615,72.96426711,97.79479449,119.2616572,2.47,-1.72,1.2,0
19340926,80.55903965,74.02954541,96.73861071,119.2616572,-0.32,1.46,-1.08,0
19340927,81.31629462,74.0147395,96.98045724,119.2616572,0.94,-0.02,0.25,0
19340928,80.50313168,74.45882794,96.99015528,119.2616572,-1,0.6,0.01,0
19340929,80.53533293,73.72913143,97.02895135,119.2616572,0.04,-0.98,0.04,0
19341001,78.48168194,74.45904983,95.44737944,119.2616572,-2.55,0.99,-1.63,0
19341002,78.86624218,74.2729022,95.86734791,119.2616572,0.49,-0.25,0.44,0
19341003,78.71639632,74.63683943,96.10701628,119.2616572,-0.19,0.49,0.25,0
19341004,78.52747697,73.8606163,95.73219892,119.2616572,-0.24,-1.04,-0.39,0
19341005,79.99594079,74.56229215,95.70347926,119.2616572,1.87,0.95,-0.03,0
19341006,79.82794931,74.74869788,95.90445656,119.2616572,-0.21,0.25,0.21,0
19341008,79.35696441,74.91314502,95.0509069,119.2616572,-0.59,0.22,-0.89,0
19341009,78.69036591,75.24276285,94.3380251,119.2616572,-0.84,0.44,-0.75,0
19341010,80.49237529,74.783782,95.57385323,119.2616572,2.29,-0.61,1.31,0
19341011,81.74805634,75.2997901,96.38623098,119.2616572,1.56,0.69,0.85,0
19341013,80.92240098,75.77417877,95.84646808,119.2616572,-1.01,0.63,-0.56,0
19341015,80.35594417,76.11516258,95.17554281,119.2616572,-0.7,0.45,-0.7,0
19341016,80.93450697,75.91726316,95.384929,119.2616572,0.72,-0.26,0.22,0
19341017,81.11256288,75.72747,94.63138806,119.2616572,0.22,-0.25,-0.79,0
19341018,80.95033776,75.74261549,94.44212529,119.2616572,-0.2,0.02,-0.2,0
19341019,80.51320593,75.27301128,95.04655489,119.2616572,-0.54,-0.62,0.64,0
19341020,80.69838631,75.51388491,94.90398506,119.2616572,0.23,0.32,-0.15,0
19341022,80.53698953,75.82349184,94.10679158,119.2616572,-0.2,0.41,-0.84,0
19341023,80.21484158,75.42920968,93.76800713,119.2616572,-0.4,-0.52,-0.36,0
19341024,81.48223607,73.92816841,96.49665614,119.2616572,1.58,-1.99,2.91,0
19341025,80.03185227,75.36976769,94.69216867,119.2616572,-1.78,1.95,-1.87,0
19341026,78.85538404,75.24163909,93.24337849,119.2616572,-1.47,-0.17,-1.53,0
19341027,78.91846835,75.00086584,93.25270283,119.2616572,0.08,-0.32,0.01,0
19341029,78.54755155,75.01586602,92.64656026,119.2616572,-0.47,0.02,-0.65,0
19341030,78.87745126,74.55826923,92.35935592,119.2616572,0.42,-0.61,-0.31,0
19341031,79.19296107,74.44643183,91.96221069,119.2616572,0.4,-0.15,-0.43,0
19341101,78.89202782,74.34965147,91.09776591,119.2616572,-0.38,-0.13,-0.94,0
19341102,79.80717534,75.01879833,90.61494775,119.2616572,1.16,0.9,-0.53,0
19341103,80.42169059,75.74648068,90.5243328,119.2616572,0.77,0.97,-0.1,0
19341105,81.08919062,76.12521308,90.40665117,119.2616572,0.83,0.5,-0.13,0
19341107,82.32174632,75.47814877,92.08821488,119.2616572,1.52,-0.85,1.86,0
19341108,82.00069151,76.3084084,91.70144438,119.2616572,-0.39,1.1,-0.42,0
19341109,83.39470326,76.33130093,91.59140265,119.2616572,1.7,0.03,-0.12,0
19341110,83.67824526,77.07171455,92.11347364,119.2616572,0.34,0.97,0.57,0
19341113,83.27658968,77.62663089,90.98968926,119.2616572,-0.48,0.72,-1.22,0
19341114,83.22662372,77.71202018,91.03518411,119.2616572,-0.06,0.11,0.05,0
19341115,83.61778886,78.9398701,90.8804243,119.2616572,0.47,1.58,-0.17,0
19341116,82.91539943,79.07406788,89.07190385,119.2616572,-0.84,0.17,-1.99,0
19341117,82.52569705,79.73829005,89.13425419,119.2616572,-0.47,0.84,0.07,0
19341119,82.67424331,80.25658894,89.04511993,119.2616572,0.18,0.65,-0.1,0
19341120,82.73211528,79.44599739,88.02110105,119.2616572,0.07,-1.01,-1.15,0
19341121,82.65765637,79.86706118,87.27292169,119.2616572,-0.09,0.53,-0.85,0
19341122,82.95522394,79.74726058,87.47364941,119.2616572,0.36,-0.15,0.23,0
19341123,84.05023289,79.74726058,88.10345969,119.2616572,1.32,0,0.72,0
19341124,84.91595029,79.86688148,88.79066667,119.2616572,1.03,0.15,0.78,0
19341126,85.68868544,79.17203961,90.30898707,119.2616572,0.91,-0.87,1.71,0
19341127,85.12314012,79.53623099,90.61603763,119.2616572,-0.66,0.46,0.34,0
19341128,85.88073606,78.48635274,90.32606631,119.2616572,0.89,-1.32,-0.32,0
19341130,85.82061955,78.76890361,90.4434902,119.2616572,-0.07,0.36,0.13,0
19341201,85.76054511,78.97370276,90.27164756,119.2616572,-0.07,0.26,-0.19,0
19341203,85.00585232,79.22641861,89.99180546,119.2616572,-0.88,0.32,-0.31,0
19341204,85.73690265,78.64014311,90.65774482,119.2616572,0.86,-0.74,0.74,0
19341205,86.51710846,79.28499228,90.79373143,119.2616572,0.91,0.82,0.15,0
19341206,86.49980504,80.1333417,90.33976278,119.2616572,-0.02,1.07,-0.5,0
19341207,85.85970648,80.22148838,90.32169482,119.2616572,-0.74,0.11,-0.02,0
19341208,85.40465004,80.0450011,90.00556889,119.2616572,-0.53,-0.22,-0.35,0
19341210,85.31924539,80.1250461,89.42953325,119.2616572,-0.1,0.1,-0.64,0
19341211,83.80909474,79.81255842,89.53684869,119.2616572,-1.77,-0.39,0.12,0
19341212,83.82585656,79.88438973,89.08021076,119.2616572,0.02,0.09,-0.51,0
19341213,83.49055314,80.21990416,89.2227391,119.2616572,-0.4,0.42,0.16,0
19341214,83.35696825,80.79748747,88.8123145,119.2616572,-0.16,0.72,-0.46,0
19341215,83.4986751,80.41773928,89.291901,119.2616572,0.17,-0.47,0.54,0
19341217,83.72412152,80.07998478,89.43476804,119.2616572,0.27,-0.42,0.16,0
19341218,83.7073767,80.42432871,88.95182029,119.2616572,-0.02,0.43,-0.54,0
19341219,82.54384416,80.79428062,88.48037565,119.2616572,-1.39,0.46,-0.53,0
19341220,82.39526524,80.00249667,88.33880704,119.2616572,-0.18,-0.98,-0.16,0
19341221,82.46942098,79.76248918,87.98545182,119.2616572,0.09,-0.3,-0.4,0
19341222,82.44468015,80.18523038,86.89443221,119.2616572,-0.03,0.53,-1.24,0
19341224,83.04652632,80.02485992,86.88574277,119.2616572,0.73,-0.2,-0.01,0
19341226,82.54824716,80.19291212,86.42524833,119.2616572,-0.6,0.21,-0.53,0
19341227,82.46569891,80.19291212,85.95855199,119.2616572,-0.1,0,-0.54,0
19341228,85.24479297,80.33725936,87.4542308,119.2616572,3.37,0.18,1.74,0
19341229,85.63691901,81.00405862,88.10139211,119.2616572,0.46,0.83,0.74,0
19341231,86.1849953,81.27137201,87.7401764,119.2616572,0.64,0.33,-0.41,0
19350102,86.40907628,81.65334746,87.45940783,119.2628498,0.26,0.47,-0.32,0.001
19350103,86.91024893,82.55969961,88.02789398,119.2640424,0.58,1.11,0.65,0.001
19350104,86.48438871,82.52667573,88.46803345,119.265235,-0.49,-0.04,0.5,0.001
19350105,87.05518567,82.63396041,89.22885854,119.2664277,0.66,0.13,0.86,0.001
19350107,87.34246778,82.73312117,90.1389929,119.2676204,0.33,0.12,1.02,0.001
19350108,86.54765133,83.07232696,90.48152107,119.268813,-0.91,0.41,0.38,0.001
19350109,86.33993696,82.64035086,90.08340238,119.2700057,-0.24,-0.52,-0.44,0.001
19350110,86.25359703,82.66514297,89.65100205,119.2711984,-0.1,0.03,-0.48,0.001
19350111,84.44227149,82.13608605,88.59312022,119.2723911,-2.1,-0.64,-1.18,0.001
19350112,83.66540259,82.35785348,88.2033105,119.2735839,-0.92,0.27,-0.44,0.001
19350114,83.92476534,82.67081333,88.01808354,119.2747766,0.31,0.38,-0.21,0.001
19350115,82.06163555,82.08385055,86.89145207,119.2759693,-2.22,-0.71,-1.28,0.001
19350116,83.19408612,81.74730677,86.91751951,119.2771621,1.38,-0.41,0.03,0.001
19350117,83.61837596,82.45850833,87.16088856,119.2783549,0.51,0.87,0.28,0.001
19350118,84.07827703,83.05220959,87.2131851,119.2795477,0.55,0.72,0.06,0.001
19350119,84.54070755,82.91932606,88.35567782,119.2807405,0.55,-0.16,1.31,0.001
19350121,84.73515118,83.15979211,87.93157057,119.2819333,0.23,0.29,-0.48,0.001
19350122,84.16742566,83.06000035,87.43036062,119.2831261,-0.67,-0.12,-0.57,0.001
19350123,84.20950938,82.87726835,87.22927079,119.2843189,0.05,-0.22,-0.23,0.001
19350124,83.83898754,82.88555608,87.35139177,119.2855118,-0.44,0.01,0.14,0.001
19350125,84.17434349,83.02646153,87.04566189,119.2867046,0.4,0.17,-0.35,0.001
19350126,83.96390763,83.27554091,86.65395642,119.2878975,-0.25,0.3,-0.45,0.001
19350128,82.82199848,82.58435392,85.96072476,119.2890904,-1.36,-0.83,-0.8,0.001
19350129,82.1842691,82.30356712,85.44496042,119.2902832,-0.77,-0.34,-0.6,0.001
19350130,82.57053516,82.16365105,85.88927421,119.2914761,0.47,-0.17,0.52,0.001
19350131,83.21458533,82.1061365,86.24142023,119.2926691,0.78,-0.07,0.41,0.001
19350201,82.94829866,82.57414148,85.86195799,119.293862,-0.32,0.57,-0.44,0.001
19350202,83.17225907,81.99612249,86.06802668,119.2950549,0.27,-0.7,0.24,0.001
19350204,82.48192932,82.63569224,85.31923485,119.2962479,-0.83,0.78,-0.87,0.001
19350205,81.6901028,82.09856024,84.41485096,119.2974408,-0.96,-0.65,-1.06,0.001
19350206,80.80784969,81.8440547,83.85771295,119.2986338,-1.08,-0.31,-0.66,0.001
19350207,81.56744347,81.32025275,84.65436122,119.2998268,0.94,-0.64,0.95,0.001
19350208,82.90514955,81.85696642,84.52737968,119.3010198,1.64,0.66,-0.15,0.001
19350209,83.24506066,82.42996519,85.24586241,119.3022128,0.41,0.7,0.85,0.001
19350211,82.90375591,82.45469418,84.52127257,119.3034058,-0.41,0.03,-0.85,0.001
19350213,83.00324042,82.47118512,84.21699599,119.3045989,0.12,0.02,-0.36,0.001
19350214,83.03644171,82.61963325,84.22541769,119.3057919,0.04,0.18,0.01,0.001
19350215,83.57617859,83.11535105,83.8042906,119.306985,0.65,0.6,-0.5,0.001
19350216,83.42574146,83.1984664,83.05005199,119.308178,-0.18,0.1,-0.9,0.001
19350218,85.84508797,82.10856649,85.4668085,119.3093711,2.9,-1.31,2.91,0.001
19350219,84.72051731,83.32377327,84.56086033,119.3105642,-1.31,1.48,-1.06,0.001
19350220,83.63609469,83.69873025,83.62223478,119.3117573,-1.28,0.45,-1.11,0.001
19350221,83.61936747,83.38904495,82.99506802,119.3129504,-0.02,-0.37,-0.75,0.001
19350223,82.36507696,83.96442936,81.41816173,119.3141436,-1.5,0.69,-1.9,0.001
19350225,82.23329284,83.46064279,80.97850366,119.3153367,-0.16,-0.6,-0.54,0.001
19350226,81.46029989,82.66776668,78.95404106,119.3165299,-0.94,-0.95,-2.5,0.001
19350227,81.68838872,81.5269515,79.91728037,119.317723,0.28,-1.38,1.22,0.001
19350228,81.58219382,82.62756534,79.68552025,119.3189162,-0.13,1.35,-0.29,0.001
19350301,81.98194657,82.53667502,80.11582206,119.3189162,0.49,-0.11,0.54,0
19350302,82.14591046,82.98237307,79.75530086,119.3189162,0.2,0.54,-0.45,0
19350304,81.69410795,83.14833781,79.08535634,119.3189162,-0.55,0.2,-0.84,0
19350305,79.63541643,83.28968999,77.63809431,119.3189162,-2.52,0.17,-1.83,0
19350306,79.11778623,82.31520062,77.10239146,119.3189162,-0.65,-1.17,-0.69,0
19350307,79.96434654,81.83777245,77.29514744,119.3189162,1.07,-0.58,0.25,0
19350308,79.85239646,82.32061531,77.07872103,119.3189162,-0.14,0.59,-0.28,0
19350309,79.3573116,82.814539,77.39474379,119.3189162,-0.62,0.6,0.41,0
19350311,78.05585169,82.30937031,76.05581472,119.3189162,-1.64,-0.61,-1.73,0
19350312,76.66645753,81.80728315,74.92258308,119.3189162,-1.78,-0.61,-1.49,0
19350313,76.72779069,80.22022186,75.09490502,119.3189162,0.08,-1.94,0.23,0
19350314,75.82240276,79.89131895,74.28388005,119.3189162,-1.18,-0.41,-1.08,0
19350315,77.11138361,79.2521884,74.08331357,119.3189162,1.7,-0.8,-0.27,0
19350316,76.9880054,80.25076597,74.62412176,119.3189162,-0.16,1.26,0.73,0
19350318,76.19502894,80.3791672,74.00474155,119.3189162,-1.03,0.16,-0.83,0
19350319,77.22366183,80.27467428,74.43396905,119.3189162,1.35,-0.13,0.58,0
19350320,77.19277237,80.80448713,74.03202562,119.3189162,-0.04,0.66,-0.54,0
19350321,78.5050495,79.89139643,75.34979567,119.3189162,1.7,-1.13,1.78,0
19350322,79.40000706,79.47596117,76.73623191,119.3189162,1.14,-0.52,1.84,0
19350323,78.82832701,80.6283626,76.20675191,119.3189162,-0.72,1.45,-0.69,0
19350325,78.5130137,80.40260319,75.83333883,119.3189162,-0.4,-0.28,-0.49,0
19350326,77.86135569,80.79657594,75.20392212,119.3189162,-0.83,0.49,-0.83,0
19350327,78.46088813,79.81085772,76.083808,119.3189162,0.77,-1.22,1.17,0
19350328,78.37458115,80.01038486,75.34579507,119.3189162,-0.11,0.25,-0.97,0
19350329,78.42944336,79.57032774,75.10468852,119.3189162,0.07,-0.55,-0.32,0
19350330,78.59414519,79.54645665,75.72054697,119.3189162,0.21,-0.03,0.82,0
19350401,79.0892883,78.9975861,76.84121106,119.3201094,0.63,-0.69,1.48,0.001
19350402,78.80456686,79.51897016,75.93448477,119.3213026,-0.36,0.66,-1.18,0.001
19350403,78.44994631,79.1611348,75.64593373,119.3224958,-0.45,-0.45,-0.38,0.001
19350404,79.3442757,77.78373105,77.32527346,119.323689,1.14,-1.74,2.22,0.001
19350405,80.97876778,77.22368819,78.67846575,119.3248823,2.06,-0.72,1.75,0.001
19350406,81.40795525,77.47080399,79.62260733,119.3260755,0.53,0.32,1.2,0.001
19350408,81.21257616,78.46243028,78.73879639,119.3272688,-0.24,1.28,-1.11,0.001
19350409,82.57694744,77.91319327,79.9749955,119.3284621,1.68,-0.7,1.57,0.001
19350410,82.42830893,79.23771756,79.16724804,119.3296553,-0.18,1.7,-1.01,0.001
19350411,81.91725342,79.34865036,78.59724386,119.3308486,-0.62,0.14,-0.72,0.001
19350412,82.71185077,78.17429033,79.9019581,119.3320419,0.97,-1.48,1.66,0.001
19350413,83.61340995,78.17429033,80.54117377,119.3332353,1.09,0,0.8,0.001
19350415,84.12345175,78.68242322,79.69549144,119.3344286,0.61,0.65,-1.05,0.001
19350416,84.300111,78.89486576,79.38467903,119.3356219,0.21,0.27,-0.39,0.001
19350417,83.3137997,79.39190342,78.82104781,119.3368153,-1.17,0.63,-0.71,0.001
19350418,84.38021633,78.85203848,78.76587307,119.3380087,1.28,-0.68,-0.07,0.001
19350420,86.05094462,78.85992368,79.14394926,119.339202,1.98,0.01,0.48,0.001
19350422,86.48119934,79.48291708,79.22309321,119.3403954,0.5,0.79,0.1,0.001
19350423,86.68875422,78.66424303,79.74596563,119.3415888,0.24,-1.03,0.66,0.001
19350424,86.03858856,79.03396497,79.69811805,119.3427823,-0.75,0.47,-0.06,0.001
19350425,87.0968632,78.23572193,79.92127278,119.3439757,1.23,-1.01,0.28,0.001
19350426,86.79202418,78.1574862,80.06513107,119.3451691,-0.35,-0.1,0.18,0.001
19350427,86.17580081,77.90738225,79.6567989,119.3463626,-0.71,-0.32,-0.51,0.001
19350429,86.52912159,77.85284708,79.14699539,119.347556,0.41,-0.07,-0.64,0.001
19350430,85.70709494,78.19539961,78.83832211,119.3487495,-0.95,0.44,-0.39,0.001
19350501,85.38997869,78.38306857,79.26404905,119.349943,-0.37,0.24,0.54,0.001
19350502,85.68884361,78.09305121,79.31160748,119.3511365,0.35,-0.37,0.06,0.001
19350503,86.81993635,77.59325569,79.25608935,119.35233,1.32,-0.64,-0.07,0.001
19350504,87.45372188,77.21304873,79.22438691,119.3535235,0.73,-0.49,-0.04,0.001
19350506,86.89401806,77.52962223,79.17685228,119.3547171,-0.64,0.41,-0.06,0.001
19350507,86.47692678,77.76996406,77.70416283,119.3559106,-0.48,0.31,-1.86,0.001
19350508,88.62155456,76.93782545,78.34910738,119.3571042,2.48,-1.07,0.83,0.001
19350509,89.40142424,77.17633271,79.12476354,119.3582977,0.88,0.31,0.99,0.001
19350510,89.84843136,76.75186288,79.2751006,119.3594913,0.5,-0.55,0.19,0.001
19350511,90.20782509,76.14552316,79.9885765,119.3606849,0.4,-0.79,0.9,0.001
19350513,90.21684587,76.4424907,80.37252167,119.3618785,0.01,0.39,0.48,0.001
19350514,90.21684587,76.85528015,79.96262181,119.3630722,0,0.54,-0.51,0.001
19350515,90.65890841,76.46331822,80.07456948,119.3642658,0.49,-0.51,0.14,0.001
19350516,92.32703233,76.90680547,81.25967311,119.3654594,1.84,0.58,1.48,0.001
19350517,92.02235312,76.68377573,81.38968858,119.3666531,-0.33,-0.29,0.16,0.001
19350518,91.05611841,77.2052254,81.03157395,119.3678467,-1.05,0.68,-0.44,0.001
19350520,91.1198577,77.21294593,80.73175713,119.3690404,0.07,0.01,-0.37,0.001
19350521,91.83970457,77.35965052,80.46534233,119.3702341,0.79,0.19,-0.33,0.001
19350522,92.35400692,76.64794174,80.46534233,119.3714278,0.56,-0.92,0,0.001
19350523,92.64953974,77.21513651,80.66650569,119.3726215,0.32,0.74,0.25,0.001
19350524,92.39012103,76.99121261,81.36830429,119.3738153,-0.28,-0.29,0.87,0.001
19350525,92.00208252,76.35988467,82.32031345,119.375009,-0.42,-0.82,1.17,0.001
19350527,92.56329522,75.7413696,82.79777126,119.3762027,0.61,-0.81,0.58,0.001
19350528,90.60095337,75.46112654,81.94495422,119.3773965,-2.12,-0.37,-1.03,0.001
19350529,89.39596069,75.01590589,81.81384229,119.3785903,-1.33,-0.59,-0.16,0.001
19350531,88.61821583,75.15843611,81.7074843,119.3797841,-0.87,0.19,-0.13,0.001
19350601,87.94471739,74.27156656,81.63394756,119.3797841,-0.76,-1.18,-0.09,0
19350603,89.17594343,74.1453049,81.34822875,119.3797841,1.4,-0.17,-0.35,0
19350604,91.18240216,73.56697152,81.80377883,119.3797841,2.25,-0.78,0.56,0
19350605,91.50154057,73.8833095,81.46020296,119.3797841,0.35,0.43,-0.42,0
19350606,90.97083163,73.77987287,81.02846388,119.3797841,-0.58,-0.14,-0.53,0
19350607,91.40749162,73.35932759,81.23913789,119.3797841,0.48,-0.57,0.26,0
19350608,92.09304781,73.315312,81.4259879,119.3797841,0.75,-0.06,0.23,0
19350610,92.51667583,73.66722549,80.47330385,119.3797841,0.46,0.48,-1.17,0
19350611,93.6083726,73.25468903,81.57578811,119.3797841,1.18,-0.56,1.37,0
19350612,92.98119651,74.40478765,81.10264854,119.3797841,-0.67,1.57,-0.58,0
19350613,93.41820813,74.09972802,80.86745086,119.3797841,0.47,-0.41,-0.29,0
19350614,94.33370657,73.7514593,81.33648207,119.3797841,0.98,-0.47,0.58,0
19350615,94.72990814,73.51545463,81.95463933,119.3797841,0.42,-0.32,0.76,0
19350617,94.48361038,73.74335254,81.26622036,119.3797841,-0.26,0.31,-0.84,0
19350618,94.75761285,73.66223485,81.85946377,119.3797841,0.29,-0.11,0.73,0
19350619,94.19854293,73.55910772,81.28644753,119.3797841,-0.59,-0.14,-0.7,0
19350620,93.49205386,73.44876906,80.90440122,119.3797841,-0.75,-0.15,-0.47,0
19350621,95.30579971,73.22842275,81.28465191,119.3797841,1.94,-0.3,0.47,0
19350622,96.28744944,72.9428319,81.30090884,119.3797841,1.03,-0.39,0.02,0
19350624,95.83489843,73.17624896,80.87001402,119.3797841,-0.47,0.32,-0.53,0
19350625,94.57946126,73.25674284,80.67592599,119.3797841,-1.31,0.11,-0.24,0
19350626,93.55800308,73.60104953,80.39356025,119.3797841,-1.08,0.47,-0.35,0
19350627,93.28668487,73.46856764,80.01571051,119.3797841,-0.29,-0.18,-0.47,0
19350628,94.02364968,73.19673394,80.41578907,119.3797841,0.79,-0.37,0.5,0
19350629,93.87321184,73.38704545,80.41578907,119.3797841,-0.16,0.26,0,0
19350701,94.29564129,73.1448682,80.68116117,119.3809779,0.45,-0.33,0.33,0.001
19350702,94.35221868,73.04246538,79.89048579,119.3821717,0.06,-0.14,-0.98,0.001
19350703,94.80510933,72.71377429,80.4017849,119.3833655,0.48,-0.45,0.64,0.001
19350705,95.76264093,72.48836159,80.82791436,119.3845593,1.01,-0.31,0.53,0.001
19350706,95.93501369,72.79281271,80.55309945,119.3857532,0.18,0.42,-0.34,0.001
19350708,96.91355083,72.8364884,79.98922776,119.386947,1.02,0.06,-0.7,0.001
19350709,96.72941508,72.97487772,80.62914158,119.3881409,-0.19,0.19,0.8,0.001
19350710,97.29044569,73.0478526,80.75008529,119.3893348,0.58,0.1,0.15,0.001
19350711,96.31754123,73.55918757,79.86990936,119.3905287,-1,0.7,-1.09,0.001
19350712,96.98213226,73.55918757,79.89387033,119.3917226,0.69,0,0.03,0.001
19350713,96.94333941,73.83135656,79.98175359,119.3929165,-0.04,0.37,0.11,0.001
19350715,96.78823007,73.98640241,81.36543793,119.3941104,-0.16,0.21,1.73,0.001
19350716,96.8850183,73.70525408,80.32396032,119.3953044,0.1,-0.38,-1.28,0.001
19350717,97.60196743,74.06640983,80.15528001,119.3964983,0.74,0.49,-0.21,0.001
19350718,97.67028881,74.51080829,80.17131106,119.3976923,0.07,0.6,0.02,0.001
19350719,96.86939244,75.02493286,79.57002623,119.3988863,-0.82,0.69,-0.75,0.001
19350720,97.09219205,74.84487302,79.76099429,119.4000803,0.23,-0.24,0.24,0.001
19350722,98.41264586,74.3883193,80.90955261,119.4012743,1.36,-0.61,1.44,0.001
19350723,98.43232839,74.49990178,81.44355566,119.4024683,0.02,0.15,0.66,0.001
19350724,98.89496033,74.46265183,81.5820097,119.4036623,0.47,-0.05,0.17,0.001
19350725,98.09391115,74.79773376,81.36989648,119.4048563,-0.81,0.45,-0.26,0.001
19350726,98.63342766,74.72293603,81.88252682,119.4060504,0.55,-0.1,0.63,0.001
19350727,99.5408552,74.49129493,82.82417588,119.4072444,0.92,-0.31,1.15,0.001
19350729,100.6158964,74.36465972,84.78710885,119.4084385,1.08,-0.17,2.37,0.001
19350730,100.0423858,74.88521234,84.01554616,119.4096326,-0.57,0.7,-0.91,0.001
19350731,100.9827843,74.64557966,85.13295292,119.4108267,0.94,-0.32,1.33,0.001
19350801,100.6899342,75.32485444,85.11592633,119.4108267,-0.29,0.91,-0.02,0
19350802,100.0857946,75.30225698,85.11592633,119.4108267,-0.6,-0.03,0,0
19350803,101.3668927,74.57935531,86.47778116,119.4108267,1.28,-0.96,1.6,0
19350805,102.0055042,75.23565364,87.27337674,119.4108267,0.63,0.88,0.92,0
19350806,101.8320948,75.75477965,87.68356161,119.4108267,-0.17,0.69,0.47,0
19350807,101.5571482,75.51993983,87.10485011,119.4108267,-0.27,-0.31,-0.66,0
19350808,101.8922867,75.9428515,86.92192992,119.4108267,0.33,0.56,-0.21,0
19350809,103.7263479,75.44922296,88.27791203,119.4108267,1.8,-0.65,1.56,0
19350810,104.576904,75.37377374,89.15186336,119.4108267,0.82,-0.1,0.99,0
19350812,104.7965155,75.45668489,91.49655736,119.4108267,0.21,0.11,2.63,0
19350813,105.4252945,75.72078329,93.54608025,119.4108267,0.6,0.35,2.24,0
19350814,105.6466877,76.12210344,93.1438321,119.4108267,0.21,0.53,-0.43,0
19350815,104.9599842,76.86048784,91.97021982,119.4108267,-0.65,0.97,-1.26,0
19350816,105.7996641,76.59916218,93.74524506,119.4108267,0.8,-0.34,1.93,0
19350817,106.2122828,76.9361985,95.02018039,119.4108267,0.39,0.44,1.36,0
19350819,104.2261131,77.65170514,92.92023441,119.4108267,-1.87,0.93,-2.21,0
19350820,104.2052678,76.92954429,93.67288831,119.4108267,-0.02,-0.93,0.81,0
19350821,104.9972279,78.02194381,94.00074341,119.4108267,0.76,1.42,0.35,0
19350822,105.5012146,77.9049109,94.52714758,119.4108267,0.48,-0.15,0.56,0
19350823,105.4906645,78.87872228,93.8370994,119.4108267,-0.01,1.25,-0.73,0
19350824,103.6129306,78.4212257,91.42548595,119.4108267,-1.78,-0.58,-2.57,0
19350826,104.7112277,78.18596202,92.09289199,119.4108267,1.06,-0.3,0.73,0
19350827,102.1981582,78.24851079,89.13671016,119.4108267,-2.4,0.08,-3.21,0
19350828,101.9733223,77.98246585,89.2793289,119.4108267,-0.22,-0.34,0.16,0
19350829,102.4525969,78.71550103,89.8775004,119.4108267,0.47,0.94,0.67,0
19350830,102.7497094,78.53445538,90.24599815,119.4108267,0.29,-0.23,0.41,0
19350831,103.5614321,78.81717942,90.27307195,119.4108267,0.79,0.36,0.03,0
19350903,102.7847214,78.73048052,89.86684313,119.4120208,-0.75,-0.11,-0.45,0.001
19350904,103.9359103,78.07701753,90.08252355,119.4132149,1.12,-0.83,0.24,0.001
